Date,Open,High,Low,Close,Adj Close,Volume,return,hamilton serie
2017-09-12,2491.939941,2496.77002,2490.370117,2496.47998,2496.47998,3230920000,0.003363948,0.999492549
2017-09-13,2493.889893,2498.370117,2492.139893,2498.370117,2498.370117,3368050000,0.000757121,0.999634
2017-09-14,2494.560059,2498.429932,2491.350098,2495.620117,2495.620117,3414460000,-0.001100718,0.999682489
2017-09-15,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000,0.001847181,0.999696522
2017-09-18,2502.51001,2508.320068,2499.919922,2503.870117,2503.870117,3194300000,0.001455921,0.999704768
2017-09-19,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000,0.001110195,0.999708517
2017-09-20,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000,0.000634348,0.999706706
2017-09-21,2507.159912,2507.159912,2499,2500.600098,2500.600098,2930860000,-0.003045917,0.999692424
2017-09-22,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000,0.000647794,0.999702974
2017-09-25,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000,-0.00222205,0.999697066
2017-09-26,2501.040039,2503.51001,2495.120117,2496.840088,2496.840088,3043110000,7.22E-05,0.99969506
2017-09-27,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000,0.004085144,0.999665281
2017-09-28,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000,0.001204616,0.999679201
2017-09-29,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000,0.00370511,0.999657284
2017-10-02,2521.199951,2529.22998,2520.399902,2529.120117,2529.120117,3199730000,0.003874004,0.999653664
2017-10-03,2530.340088,2535.129883,2528.850098,2534.580078,2534.580078,3068850000,0.002158838,0.999673091
2017-10-04,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000,0.00124672,0.999670055
2017-10-05,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000,0.005646787,0.999621871
2017-10-06,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000,-0.001073634,0.999677088
2017-10-09,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000,-0.001804434,0.999691642
2017-10-10,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000,0.002322413,0.99969435
2017-10-11,2550.620117,2555.23999,2547.949951,2555.23999,2555.23999,2976090000,0.001803507,0.999700829
2017-10-12,2552.879883,2555.330078,2548.310059,2550.929932,2550.929932,3151510000,-0.001686753,0.99970523
2017-10-13,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000,0.000878107,0.999709901
2017-10-16,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000,0.001750753,0.99970785
2017-10-17,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000,0.000672579,0.999710208
2017-10-18,2562.870117,2564.110107,2559.669922,2561.26001,2561.26001,2998090000,0.000742335,0.999704323
2017-10-19,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000,0.000327998,0.999684134
2017-10-20,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000,0.005116843,0.999624086
2017-10-23,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000,-0.003972484,0.999632636
2017-10-24,2568.659912,2572.179932,2565.580078,2569.129883,2569.129883,3427330000,0.001617909,0.999650704
2017-10-25,2566.52002,2567.399902,2544,2557.149902,2557.149902,3874510000,-0.00466305,0.999611013
2017-10-26,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000,0.001270946,0.999601364
2017-10-27,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000,0.008073022,0.999477062
2017-10-30,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000,-0.00319247,0.999603504
2017-10-31,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000,0.000944459,0.999672587
2017-11-01,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000,0.00159211,0.99969415
2017-11-02,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000,0.000189966,0.999702119
2017-11-03,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000,0.003097075,0.999690418
2017-11-06,2587.469971,2593.379883,2585.659912,2591.129883,2591.129883,3539080000,0.001271251,0.999703418
2017-11-07,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000,-0.000189103,0.999707464
2017-11-08,2588.709961,2595.469971,2585.02002,2594.379883,2594.379883,3899360000,0.001443655,0.999697764
2017-11-09,2584,2586.5,2566.330078,2584.620117,2584.620117,3831610000,-0.003761888,0.999675632
2017-11-10,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000,-0.000897644,0.999691266
2017-11-13,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000,0.000983634,0.999679985
2017-11-14,2577.75,2579.659912,2566.560059,2578.870117,2578.870117,3641760000,-0.002309609,0.999630134
2017-11-15,2569.449951,2572.840088,2557.449951,2564.620117,2564.620117,3558890000,-0.005525676,0.999516259
2017-11-16,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000,0.008196058,0.999421304
2017-11-17,2582.939941,2583.959961,2577.620117,2578.850098,2578.850098,3300160000,-0.002625963,0.99957171
2017-11-20,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000,0.001275683,0.99961478
2017-11-21,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000,0.006541139,0.999558574
2017-11-22,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000,-0.000750261,0.999636387
2017-11-24,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000,0.002056095,0.999628247
2017-11-27,2602.659912,2606.409912,2598.870117,2601.419922,2601.419922,3006860000,-0.000384258,0.999549873
2017-11-28,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000,0.009848513,0.999285879
2017-11-29,2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4078280000,-0.000369226,0.99946831
2017-11-30,2633.929932,2657.73999,2633.929932,2647.580078,2647.580078,4938490000,0.008190951,0.999408842
2017-12-01,2645.100098,2650.620117,2605.52002,2642.219971,2642.219971,3942320000,-0.002024531,0.999589174
2017-12-04,2657.189941,2665.189941,2639.030029,2639.439941,2639.439941,4023150000,-0.001052157,0.999654788
2017-12-05,2639.780029,2648.719971,2627.72998,2629.570068,2629.570068,3539040000,-0.003739382,0.999656495
2017-12-06,2626.23999,2634.409912,2624.75,2629.27002,2629.27002,3229000000,-0.000114105,0.999677389
2017-12-07,2628.379883,2640.98999,2626.530029,2636.97998,2636.97998,3292400000,0.002932358,0.999651696
2017-12-08,2646.209961,2651.649902,2644.100098,2651.5,2651.5,3106150000,0.005506306,0.999606454
2017-12-11,2652.189941,2660.330078,2651.469971,2659.98999,2659.98999,3091950000,0.003201957,0.999643714
2017-12-12,2661.72998,2669.719971,2659.780029,2664.110107,2664.110107,3555680000,0.001548922,0.999664712
2017-12-13,2667.590088,2671.879883,2662.850098,2662.850098,2662.850098,3542370000,-0.000472957,0.999640759
2017-12-14,2665.870117,2668.090088,2652.01001,2652.01001,2652.01001,3430030000,-0.004070859,0.999531018
2017-12-15,2660.629883,2679.629883,2659.139893,2675.810059,2675.810059,5723920000,0.008974344,0.999344298
2017-12-18,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000,0.005362807,0.999483347
2017-12-19,2692.709961,2694.439941,2680.73999,2681.469971,2681.469971,3368590000,-0.003230269,0.999605136
2017-12-20,2688.179932,2691.01001,2676.110107,2679.25,2679.25,3241030000,-0.000827893,0.99967292
2017-12-21,2683.02002,2692.639893,2682.399902,2684.570068,2684.570068,3273390000,0.001985656,0.999692349
2017-12-22,2684.219971,2685.350098,2678.129883,2683.340088,2683.340088,2399830000,-0.000458166,0.999704668
2017-12-26,2679.090088,2682.73999,2677.959961,2680.5,2680.5,1968780000,-0.001058415,0.999701154
2017-12-27,2682.100098,2685.639893,2678.909912,2682.620117,2682.620117,2202080000,0.000790941,0.999683256
2017-12-28,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000,0.001833999,0.9996279
2017-12-29,2689.149902,2692.120117,2673.610107,2673.610107,2673.610107,2443490000,-0.005183153,0.99949201
2018-01-02,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059,3367250000,0.008303362,0.999327851
2018-01-03,2697.850098,2714.370117,2697.77002,2713.060059,2713.060059,3538660000,0.006398819,0.999392365
2018-01-04,2719.310059,2729.290039,2719.070068,2723.98999,2723.98999,3695260000,0.004028636,0.999486809
2018-01-05,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000,0.007033767,0.999478974
2018-01-08,2742.669922,2748.51001,2737.600098,2747.709961,2747.709961,3242650000,0.001662344,0.999608864
2018-01-09,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3453480000,0.001302932,0.999637891
2018-01-10,2745.550049,2750.800049,2736.060059,2748.22998,2748.22998,3576350000,-0.001112227,0.999590544
2018-01-11,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3641320000,0.007033647,0.99941109
2018-01-12,2770.179932,2787.850098,2769.639893,2786.23999,2786.23999,3573970000,0.006749603,0.99933378
2018-01-16,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4325970000,-0.003524487,0.999297003
2018-01-17,2784.98999,2807.040039,2778.379883,2802.560059,2802.560059,3778050000,0.009415052,0.998986789
2018-01-18,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3681470000,-0.00161639,0.999002824
2018-01-19,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3639430000,0.004385235,0.998455726
2018-01-22,2809.159912,2833.030029,2808.120117,2832.969971,2832.969971,3471780000,0.008066727,0.997078851
2018-01-23,2835.050049,2842.23999,2830.590088,2839.129883,2839.129883,3519650000,0.002174365,0.995144438
2018-01-24,2845.419922,2852.969971,2824.810059,2837.540039,2837.540039,4014070000,-0.000559976,0.989597563
2018-01-25,2846.23999,2848.560059,2830.939941,2839.25,2839.25,3835150000,0.000602621,0.974044084
2018-01-26,2847.47998,2872.870117,2846.179932,2872.870117,2872.870117,3443230000,0.011841196,0.930881153
2018-01-29,2867.22998,2870.620117,2851.47998,2853.530029,2853.530029,3573830000,-0.006731974,0.895019306
2018-01-30,2832.73999,2837.75,2818.27002,2822.429932,2822.429932,3990650000,-0.010898815,0.82678607
2018-01-31,2832.409912,2839.26001,2813.040039,2823.810059,2823.810059,4261280000,0.000488985,0.75793901
2018-02-01,2816.449951,2835.959961,2812.699951,2821.97998,2821.97998,3938450000,-0.000648089,0.56567826
2018-02-02,2808.919922,2808.919922,2759.969971,2762.129883,2762.129883,4301130000,-0.021208548,0.03270834
2018-02-05,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5283460000,-0.040979225,1.02E-07
2018-02-06,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000,0.017440921,0.00021859
2018-02-07,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000,-0.005001589,0.00086938
2018-02-08,2685.01001,2685.27002,2580.560059,2581,2581,5305440000,-0.03753642,3.06E-06
2018-02-09,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000,0.01493609,0.045320466
2018-02-12,2636.75,2672.610107,2622.449951,2656,2656,4055790000,0.013914585,0.153036709
2018-02-13,2646.27002,2668.840088,2637.080078,2662.939941,2662.939941,3472870000,0.00261293,0.353056801
2018-02-14,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4003740000,0.013402458,0.428410857
2018-02-15,2713.459961,2731.51001,2689.820068,2731.199951,2731.199951,3684910000,0.012069113,0.553717208
2018-02-16,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000,0.00037347,0.709128088
2018-02-20,2722.98999,2737.600098,2706.76001,2716.26001,2716.26001,3627610000,-0.005841389,0.764305887
2018-02-21,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3779400000,-0.005496503,0.789451118
2018-02-22,2710.419922,2731.26001,2697.77002,2703.959961,2703.959961,3701270000,0.000973551,0.798138324
2018-02-23,2715.800049,2747.76001,2713.73999,2747.300049,2747.300049,3189190000,0.016028376,0.791991349
2018-02-26,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3424650000,0.011757015,0.804214189
2018-02-27,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000,-0.012706889,0.81980415
2018-02-28,2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4230660000,-0.011095789,0.844172958
2018-03-01,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000,-0.013324399,0.869597605
2018-03-02,2658.889893,2696.25,2647.320068,2691.25,2691.25,3882450000,0.005071603,0.912785995
2018-03-05,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3710810000,0.011032026,0.931472625
2018-03-06,2730.179932,2732.080078,2711.26001,2728.120117,2728.120117,3370690000,0.002638859,0.950921108
2018-03-07,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3393270000,-0.000483875,0.957117895
2018-03-08,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3212320000,0.004463078,0.95585206
2018-03-09,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000,0.017378831,0.947683068
2018-03-12,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3185020000,-0.001273985,0.95364516
2018-03-13,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000,-0.006363577,0.952034266
2018-03-14,2774.060059,2777.110107,2744.379883,2749.47998,2749.47998,3391360000,-0.005724522,0.945014506
2018-03-15,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3500330000,-0.00078193,0.928004048
2018-03-16,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5372340000,0.001703447,0.879169039
2018-03-19,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3302130000,-0.014204195,0.74610183
2018-03-20,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000,0.001481805,0.680174506
2018-03-21,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3415510000,-0.00184399,0.49840128
2018-03-22,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000,-0.025162889,0.006808372
2018-03-23,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3815080000,-0.02096688,0.00045396
2018-03-26,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000,0.027157256,1.08E-05
2018-03-27,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3706350000,-0.017276309,0.000525033
2018-03-28,2611.300049,2632.649902,2593.060059,2605,2605,3864500000,-0.002916657,0.002478165
2018-03-29,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3565990000,0.013769719,0.001937238
2018-04-02,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3598520000,-0.022337423,0.001718533
2018-04-03,2592.169922,2619.139893,2575.48999,2614.449951,2614.449951,3392810000,0.012614866,0.014185546
2018-04-04,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000,0.011566483,0.030977077
2018-04-05,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000,0.006862864,0.049258102
2018-04-06,2645.820068,2656.879883,2586.27002,2604.469971,2604.469971,3299700000,-0.021920249,0.057571063
2018-04-09,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000,0.003336549,0.264366576
2018-04-10,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3543930000,0.016726954,0.345332571
2018-04-11,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3020760000,-0.005525365,0.660354257
2018-04-12,2653.830078,2674.719971,2653.830078,2663.98999,2663.98999,3021320000,0.00825075,0.807029819
2018-04-13,2676.899902,2680.26001,2645.050049,2656.300049,2656.300049,2960910000,-0.002886625,0.901072568
2018-04-16,2670.100098,2686.48999,2665.159912,2677.840088,2677.840088,3019700000,0.008109038,0.937099006
2018-04-17,2692.73999,2713.340088,2692.050049,2706.389893,2706.389893,3234360000,0.010661505,0.959708127
2018-04-18,2710.110107,2717.48999,2703.629883,2708.639893,2708.639893,3383410000,0.000831366,0.981549457
2018-04-19,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3349370000,-0.005726125,0.989258292
2018-04-20,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000,-0.008536532,0.992727694
2018-04-23,2675.399902,2682.860107,2657.98999,2670.290039,2670.290039,3017480000,5.62E-05,0.995125612
2018-04-24,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000,-0.013380561,0.995248146
2018-04-25,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000,0.001837059,0.99734741
2018-04-26,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3665720000,0.010434205,0.997838727
2018-04-27,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3219030000,0.001113625,0.998786819
2018-04-30,2682.51001,2682.870117,2648.040039,2648.050049,2648.050049,3734530000,-0.008187491,0.998959334
2018-05-01,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3559850000,0.002549045,0.999232589
2018-05-02,2654.23999,2660.870117,2631.699951,2635.669922,2635.669922,4010770000,-0.007205864,0.999145509
2018-05-03,2628.080078,2637.139893,2594.620117,2629.72998,2629.72998,3851470000,-0.002253674,0.999078299
2018-05-04,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000,0.012811179,0.998506786
2018-05-07,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000,0.003457946,0.99908445
2018-05-08,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3717570000,-0.000265641,0.999223933
2018-05-09,2678.120117,2701.27002,2674.139893,2697.790039,2697.790039,3909500000,0.00968222,0.998937704
2018-05-10,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3333050000,0.009370644,0.999022572
2018-05-11,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000,0.001707596,0.999426554
2018-05-14,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000,0.00088349,0.99954716
2018-05-15,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000,-0.00684214,0.999499495
2018-05-16,2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3202670000,0.004060562,0.999581793
2018-05-17,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000,-0.000855872,0.999634082
2018-05-18,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3368690000,-0.002632195,0.999599931
2018-05-21,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3019890000,0.007386753,0.999485446
2018-05-22,2738.340088,2742.23999,2721.879883,2724.439941,2724.439941,3366310000,-0.003135762,0.999549319
2018-05-23,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3326290000,0.00324841,0.999512746
2018-05-24,2730.939941,2731.969971,2707.379883,2727.76001,2727.76001,3256030000,-0.002023213,0.999346694
2018-05-25,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,2995260000,-0.002357221,0.99882929
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000,-0.011564187,0.997439649
2018-05-30,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3561050000,0.012695791,0.99691381
2018-05-31,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4235370000,-0.00687956,0.997710283
2018-06-01,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000,0.01084923,0.998015514
2018-06-04,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3376510000,0.004479598,0.998915799
2018-06-05,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3517790000,0.000702593,0.999299301
2018-06-06,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3651640000,0.008567393,0.999300014
2018-06-07,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3711330000,-0.000714189,0.999554716
2018-06-08,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000,0.003125904,0.999631696
2018-06-11,2780.179932,2790.209961,2780.169922,2782,2782,3232330000,0.001068708,0.999676722
2018-06-12,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000,0.001743385,0.999681028
2018-06-13,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3779230000,-0.004026128,0.999661081
2018-06-14,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3526890000,0.00247155,0.999678215
2018-06-15,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5428790000,-0.001017103,0.999686846
2018-06-18,2765.790039,2774.98999,2757.120117,2773.75,2773.75,3287150000,-0.002126128,0.999665178
2018-06-19,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3661470000,-0.004023402,0.999611385
2018-06-20,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3327600000,0.001712154,0.999550173
2018-06-21,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3300060000,-0.00634551,0.999329011
2018-06-22,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5450550000,0.001861934,0.999085716
2018-06-25,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000,-0.013724669,0.998260312
2018-06-26,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3555090000,0.002204577,0.998940052
2018-06-27,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3776090000,-0.008604355,0.999021116
2018-06-28,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3428140000,0.00617869,0.999290731
2018-06-29,2727.129883,2743.26001,2718.030029,2718.370117,2718.370117,3565620000,0.000758403,0.999501183
2018-07-02,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000,0.003067958,0.999497081
2018-07-03,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000,-0.004947351,0.999344805
2018-07-05,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000,0.008620803,0.999045127
2018-07-06,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000,0.008481282,0.998940445
2018-07-09,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3050040000,0.008822986,0.998990277
2018-07-10,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000,0.003473267,0.99926028
2018-07-11,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000,-0.007094203,0.999236564
2018-07-12,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000,0.008749042,0.999254138
2018-07-13,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000,0.001079238,0.999538992
2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000,-0.001028136,0.99963282
2018-07-17,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000,0.003973699,0.999639612
2018-07-18,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3089780000,0.002160512,0.999661961
2018-07-19,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3266700000,-0.003952993,0.99965076
2018-07-20,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000,-0.000948448,0.999663919
2018-07-23,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000,0.001838049,0.999621783
2018-07-24,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3417530000,0.004780911,0.999494565
2018-07-25,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000,0.009101605,0.99931005
2018-07-26,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3653330000,-0.003032296,0.999461836
2018-07-27,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000,-0.006562209,0.999437815
2018-07-30,2819,2821.73999,2798.110107,2802.600098,2802.600098,3245770000,-0.00575417,0.999485055
2018-07-31,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3892100000,0.004884729,0.999553976
2018-08-01,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000,-0.001040352,0.999622664
2018-08-02,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3467380000,0.004926445,0.999595807
2018-08-03,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000,0.004644183,0.999604201
2018-08-06,2840.290039,2853.290039,2835.97998,2850.399902,2850.399902,2874540000,0.003538227,0.999636286
2018-08-07,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000,0.002824182,0.999659894
2018-08-08,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000,-0.00026238,0.999668445
2018-08-09,2857.189941,2862.47998,2851.97998,2853.580078,2853.580078,3047050000,-0.001441674,0.999621094
2018-08-10,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000,-0.007113888,0.999478242
2018-08-13,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000,-0.004005992,0.999480567
2018-08-14,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000,0.006389255,0.999374368
2018-08-15,2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3645070000,-0.007602165,0.999287193
2018-08-16,2831.439941,2850.48999,2831.439941,2840.689941,2840.689941,3219880000,0.007919408,0.999324057
2018-08-17,2838.320068,2855.629883,2833.72998,2850.129883,2850.129883,3024100000,0.003323116,0.999534811
2018-08-20,2853.929932,2859.76001,2850.620117,2857.050049,2857.050049,2748020000,0.002428018,0.999630401
2018-08-21,2861.51001,2873.22998,2861.320068,2862.959961,2862.959961,3147140000,0.002068536,0.999667242
2018-08-22,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2689560000,-0.000398152,0.999673123
2018-08-23,2860.290039,2868.780029,2854.030029,2856.97998,2856.97998,2713910000,-0.001691262,0.999628571
2018-08-24,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000,0.00619884,0.99950187
2018-08-27,2884.689941,2898.25,2884.689941,2896.73999,2896.73999,2854080000,0.007670409,0.999443242
2018-08-28,2901.449951,2903.77002,2893.5,2897.52002,2897.52002,2683190000,0.000269279,0.999575919
2018-08-29,2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2791860000,0.005701434,0.999560136
2018-08-30,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000,-0.004430329,0.999609816
2018-08-31,2898.370117,2906.320068,2891.72998,2901.52002,2901.52002,2880260000,0.000134478,0.999673432
2018-09-04,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000,-0.001654322,0.999685392
2018-09-05,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000,-0.002803127,0.999675855
2018-09-06,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000,-0.003652305,0.999666154
2018-09-07,2868.26001,2883.810059,2864.120117,2871.679932,2871.679932,2946270000,-0.002213345,0.999680544
2018-09-10,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000,0.001897827,0.999681502
2018-09-11,2871.570068,2892.52002,2866.780029,2887.889893,2887.889893,2899660000,0.003739842,0.999662107
2018-09-12,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000,0.000356672,0.999667041
2018-09-13,2896.850098,2906.76001,2896.389893,2904.179932,2904.179932,3254930000,0.005282254,0.999614854
2018-09-14,2906.379883,2908.300049,2895.77002,2904.97998,2904.97998,3149800000,0.000275482,0.999635563
2018-09-17,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000,-0.005569722,0.999566695
2018-09-18,2890.73999,2911.169922,2890.429932,2904.310059,2904.310059,3074610000,0.005369015,0.99955698
